% f_log(GV/m) T(K) deltaE(eV)
-9.13108019 1361.9 4.72222933
-9.13108019 1367.9 4.72326687
-9.13108019 1373.9 4.72430441
-9.13108019 1379.9 4.72534195
-9.13108019 1386.0 4.72637941
-9.13108019 1392.0 4.72741703
-9.13108019 1398.0 4.72845457
-9.13108019 1404.0 4.72949211
-9.13108019 1410.0 4.73052965
-9.13108019 1416.1 4.73156719
-9.13108019 1422.1 4.73260473
-9.13108019 1428.1 4.73364227
-9.13108019 1434.1 4.73467981
-9.13108019 1440.1 4.73571735
-9.13108019 1446.2 4.73675489
-9.13108019 1452.2 4.73779243
-9.13108019 1458.2 4.73882997
-9.13108019 1464.2 4.73986751
-9.13108019 1470.2 4.74090505
-9.13108019 1476.3 4.74194259
-9.13108019 1482.3 4.74298013
-9.13108019 1488.3 4.74401767
-9.13108019 1494.3 4.74505520
-9.13108019 1500.3 4.74609274
-9.13108019 1506.4 4.74713028
-9.13108019 1512.4 4.74816782
-9.13108019 1518.4 4.74920536
-9.13108019 1524.4 4.75024290
-9.13108019 1530.4 4.75128044
-9.13108019 1536.5 4.75231798
-9.13108019 1542.5 4.75335552
-9.13108019 1548.5 4.75439306
-9.13108019 1554.5 4.75543060
-9.13108019 1560.5 4.75646814
-9.13108019 1566.6 4.75750568
-9.13108019 1572.6 4.75854322
-9.13108019 1578.6 4.75958076
-9.13108019 1584.6 4.76061830
-9.13108019 1590.6 4.76165584
-9.13108019 1596.7 4.76269338
-9.13108019 1602.7 4.76373092
-9.13108019 1608.7 4.76476845
-9.13108019 1614.7 4.76580599
-9.13108019 1620.7 4.76684353
-9.13108019 1626.8 4.76788107
-9.13108019 1632.8 4.76891861
-9.13108019 1638.8 4.76995615
-9.13108019 1644.8 4.77099369
-9.13108019 1650.8 4.77203123
-9.13108019 1656.9 4.77306877
-9.13108019 1662.9 4.77410631
-9.13108019 1668.9 4.77514385
-9.13108019 1674.9 4.77618139
-9.13108019 1680.9 4.77721893
-9.13108019 1687.0 4.77825647
-9.13108019 1693.0 4.77929401
-9.13108019 1699.0 4.78033154
-9.13108019 1705.0 4.78136908
-9.13108019 1711.0 4.78240662
-9.13108019 1717.1 4.78344416
-9.13108019 1723.1 4.78448170
-9.13108019 1729.1 4.78551924
-9.13108019 1735.1 4.78655678
-9.13108019 1741.1 4.78759432
-9.13108019 1747.2 4.78863186
-9.13108019 1753.2 4.78966940
-9.13108019 1759.2 4.79070694
-9.13108019 1765.2 4.79174448
-9.13108019 1771.2 4.79278202
-9.13108019 1777.3 4.79381955
-9.13108019 1783.3 4.79485709
-9.13108019 1789.3 4.79589463
-9.13108019 1795.3 4.79693217
-9.13108019 1801.3 4.79796971
-9.13108019 1807.4 4.79900725
-9.13108019 1813.4 4.80004479
-9.13108019 1819.4 4.80108233
-9.13108019 1825.4 4.80211987
-9.13108019 1831.4 4.80315741
-9.13108019 1837.5 4.80419495
-9.13108019 1843.5 4.80523249
-9.13108019 1849.5 4.80627002
-9.13108019 1855.5 4.80730756
-9.13108019 1861.5 4.80834510
-9.13108019 1867.6 4.80938264
-9.13108019 1873.6 4.81042018
-9.13108019 1879.6 4.81145772
-9.13108019 1885.6 4.81249526
-9.13108019 1891.6 4.81353280
-9.13108019 1897.7 4.81457034
-9.13108019 1903.7 4.81560788
-9.13108019 1909.7 4.81664542
-9.13108019 1915.7 4.81768295
-9.13108019 1921.7 4.81872049
-9.13108019 1927.8 4.81975803
-9.13108019 1933.8 4.82079557
-9.13108019 1939.8 4.82183311
-9.13108019 1945.8 4.82287065
-9.13108019 1951.8 4.82390819
-9.13108019 1957.9 4.82494573
-9.13108019 1963.9 4.82598327
-9.13108019 1969.9 4.82702081
-9.13108019 1975.9 4.82805834
-9.13108019 1981.9 4.82909588
-9.13108019 1988.0 4.83013342
-9.13108019 1994.0 4.83117096
-9.13108019 2000.0 4.83220850
-9.09145009 200.0 4.52173021
-9.09145009 206.0 4.52276789
-9.09145009 212.0 4.52380555
-9.09145009 218.1 4.52484321
-9.09145009 224.1 4.52588086
-9.09145009 230.1 4.52691851
-9.09145009 236.1 4.52795615
-9.09145009 242.1 4.52899379
-9.09145009 248.2 4.53003142
-9.09145009 254.2 4.53106905
-9.09145009 260.2 4.53210667
-9.09145009 266.2 4.53314429
-9.09145009 272.2 4.53418191
-9.09145009 278.3 4.53521952
-9.09145009 284.3 4.53625713
-9.09145009 290.3 4.53729473
-9.09145009 296.3 4.53833234
-9.09145009 302.3 4.53936994
-9.09145009 308.4 4.54040754
-9.09145009 314.4 4.54144513
-9.09145009 320.4 4.54248273
-9.09145009 326.4 4.54352032
-9.09145009 332.4 4.54455791
-9.09145009 338.5 4.54559550
-9.09145009 344.5 4.54663308
-9.09145009 350.5 4.54767067
-9.09145009 356.5 4.54870825
-9.09145009 362.5 4.54974584
-9.09145009 368.6 4.55078342
-9.09145009 374.6 4.55182100
-9.09145009 380.6 4.55285859
-9.09145009 386.6 4.55389617
-9.09145009 392.6 4.55493375
-9.09145009 398.7 4.55597134
-9.09145009 404.7 4.55700892
-9.09145009 410.7 4.55804651
-9.09145009 416.7 4.55908410
-9.09145009 422.7 4.56012169
-9.09145009 428.8 4.56115928
-9.09145009 434.8 4.56219688
-9.09145009 440.8 4.56323448
-9.09145009 446.8 4.56427209
-9.09145009 452.8 4.56530969
-9.09145009 458.9 4.56634731
-9.09145009 464.9 4.56738492
-9.09145009 470.9 4.56842255
-9.09145009 476.9 4.56946017
-9.09145009 482.9 4.57049780
-9.09145009 489.0 4.57153544
-9.09145009 495.0 4.57257308
-9.09145009 501.0 4.57361073
-9.09145009 507.0 4.57464838
-9.09145009 513.0 4.57568603
-9.09145009 519.1 4.57672369
-9.09145009 525.1 4.57776136
-9.09145009 531.1 4.57879903
-9.09145009 537.1 4.57983670
-9.09145009 543.1 4.58087437
-9.09145009 549.2 4.58191204
-9.09145009 555.2 4.58294972
-9.09145009 561.2 4.58398740
-9.09145009 567.2 4.58502508
-9.09145009 573.2 4.58606275
-9.09145009 579.3 4.58710043
-9.09145009 585.3 4.58813810
-9.09145009 591.3 4.58917577
-9.09145009 597.3 4.59021344
-9.09145009 603.3 4.59125110
-9.09145009 609.4 4.59228875
-9.09145009 615.4 4.59332641
-9.09145009 621.4 4.59436405
-9.09145009 627.4 4.59540168
-9.09145009 633.4 4.59643931
-9.09145009 639.5 4.59747693
-9.09145009 645.5 4.59851454
-9.09145009 651.5 4.59955214
-9.09145009 657.5 4.60058972
-9.09145009 663.5 4.60162730
-9.09145009 669.6 4.60266486
-9.09145009 675.6 4.60370241
-9.09145009 681.6 4.60473995
-9.09145009 687.6 4.60577748
-9.09145009 693.6 4.60681499
-9.09145009 699.7 4.60785249
-9.09145009 705.7 4.60888997
-9.09145009 711.7 4.60992744
-9.09145009 717.7 4.61096490
-9.09145009 723.7 4.61200234
-9.09145009 729.8 4.61303977
-9.09145009 735.8 4.61407719
-9.09145009 741.8 4.61511459
-9.09145009 747.8 4.61615198
-9.09145009 753.8 4.61718936
-9.09145009 759.9 4.61822673
-9.09145009 765.9 4.61926408
-9.09145009 771.9 4.62030142
-9.09145009 777.9 4.62133875
-9.09145009 783.9 4.62237608
-9.09145009 790.0 4.62341339
-9.09145009 796.0 4.62445069
-9.09145009 802.0 4.62548799
-9.09145009 808.0 4.62652528
-9.09145009 814.0 4.62756256
-9.09145009 820.1 4.62859983
-9.09145009 826.1 4.62963710
-9.09145009 832.1 4.63067437
-9.09145009 838.1 4.63171163
-9.09145009 844.1 4.63274889
-9.09145009 850.2 4.63378614
-9.09145009 856.2 4.63482340
-9.09145009 862.2 4.63586065
-9.09145009 868.2 4.63689790
-9.09145009 874.2 4.63793516
-9.09145009 880.3 4.63897241
-9.09145009 886.3 4.64000967
-9.09145009 892.3 4.64104693
-9.09145009 898.3 4.64208419
-9.09145009 904.3 4.64312146
-9.09145009 910.4 4.64415873
-9.09145009 916.4 4.64519601
-9.09145009 922.4 4.64623329
-9.09145009 928.4 4.64727058
-9.09145009 934.4 4.64830787
-9.09145009 940.5 4.64934517
-9.09145009 946.5 4.65038248
-9.09145009 952.5 4.65141980
-9.09145009 958.5 4.65245713
-9.09145009 964.5 4.65349447
-9.09145009 970.6 4.65453181
-9.09145009 976.6 4.65556917
-9.09145009 982.6 4.65660653
-9.09145009 988.6 4.65764391
-9.09145009 994.6 4.65868129
-9.09145009 1000.7 4.65971869
-9.09145009 1006.7 4.66075610
-9.09145009 1012.7 4.66179351
-9.09145009 1018.7 4.66283094
-9.09145009 1024.7 4.66386838
-9.09145009 1030.8 4.66490583
-9.09145009 1036.8 4.66594330
-9.09145009 1042.8 4.66698077
-9.09145009 1048.8 4.66801825
-9.09145009 1054.8 4.66905575
-9.09145009 1060.9 4.67009325
-9.09145009 1066.9 4.67113077
-9.09145009 1072.9 4.67216829
-9.09145009 1078.9 4.67320583
-9.09145009 1084.9 4.67424338
-9.09145009 1091.0 4.67528094
-9.09145009 1097.0 4.67631851
-9.09145009 1103.0 4.67735608
-9.09145009 1109.0 4.67839367
-9.09145009 1115.1 4.67943127
-9.09145009 1121.1 4.68046887
-9.09145009 1127.1 4.68150649
-9.09145009 1133.1 4.68254411
-9.09145009 1139.1 4.68358174
-9.09145009 1145.2 4.68461938
-9.09145009 1151.2 4.68565703
-9.09145009 1157.2 4.68671643
-9.09145009 1163.2 4.68775591
-9.09145009 1169.2 4.68879534
-9.09145009 1175.3 4.68983472
-9.09145009 1181.3 4.69087405
-9.09145009 1187.3 4.69191333
-9.09145009 1193.3 4.69292820
-9.09145009 1199.3 4.69396548
-9.09145009 1205.4 4.69500303
-9.09145009 1211.4 4.69604057
-9.09145009 1217.4 4.69707811
-9.09145009 1223.4 4.69811565
-9.09145009 1229.4 4.69915320
-9.09145009 1235.5 4.70019074
-9.09145009 1241.5 4.70122828
-9.09145009 1247.5 4.70226582
-9.09145009 1253.5 4.70330336
-9.09145009 1259.5 4.70434091
-9.09145009 1265.6 4.70537845
-9.09145009 1271.6 4.70641599
-9.09145009 1277.6 4.70744081
-9.09145009 1283.6 4.70848077
-9.09145009 1289.6 4.70951841
-9.09145009 1295.7 4.71055604
-9.09145009 1301.7 4.71159368
-9.09145009 1307.7 4.71263131
-9.09145009 1313.7 4.71366894
-9.09145009 1319.7 4.71470657
-9.09145009 1325.8 4.71575662
-9.09145009 1331.8 4.71679190
-9.09145009 1337.8 4.71782944
-9.09145009 1343.8 4.71886698
-9.09145009 1349.8 4.71990451
-9.09145009 1355.9 4.72094205
-9.09145009 1361.9 4.72197959
-9.09145009 1367.9 4.72301713
-9.09145009 1373.9 4.72405467
-9.09145009 1379.9 4.72509221
-9.09145009 1386.0 4.72612975
-9.09145009 1392.0 4.72716729
-9.09145009 1398.0 4.72820483
-9.09145009 1404.0 4.72924237
-9.09145009 1410.0 4.73027991
-9.09145009 1416.1 4.73131745
-9.09145009 1422.1 4.73235499
-9.09145009 1428.1 4.73339253
-9.09145009 1434.1 4.73443006
-9.09145009 1440.1 4.73546760
-9.09145009 1446.2 4.73650514
-9.09145009 1452.2 4.73754268
-9.09145009 1458.2 4.73858022
-9.09145009 1464.2 4.73961776
-9.09145009 1470.2 4.74065530
-9.09145009 1476.3 4.74169284
-9.09145009 1482.3 4.74273038
-9.09145009 1488.3 4.74376792
-9.09145009 1494.3 4.74480546
-9.09145009 1500.3 4.74584300
-9.09145009 1506.4 4.74688053
-9.09145009 1512.4 4.74791807
-9.09145009 1518.4 4.74895561
-9.09145009 1524.4 4.74999315
-9.09145009 1530.4 4.75103069
-9.09145009 1536.5 4.75206823
-9.09145009 1542.5 4.75310577
-9.09145009 1548.5 4.75414331
-9.09145009 1554.5 4.75518085
-9.09145009 1560.5 4.75621839
-9.09145009 1566.6 4.75725593
-9.09145009 1572.6 4.75829347
-9.09145009 1578.6 4.75933100
-9.09145009 1584.6 4.76036854
-9.09145009 1590.6 4.76140608
-9.09145009 1596.7 4.76244362
-9.09145009 1602.7 4.76348116
-9.09145009 1608.7 4.76451870
-9.09145009 1614.7 4.76555624
-9.09145009 1620.7 4.76659378
-9.09145009 1626.8 4.76763132
-9.09145009 1632.8 4.76866886
-9.09145009 1638.8 4.76970639
-9.09145009 1644.8 4.77074393
-9.09145009 1650.8 4.77178147
-9.09145009 1656.9 4.77281901
-9.09145009 1662.9 4.77385655
-9.09145009 1668.9 4.77489409
-9.09145009 1674.9 4.77593163
-9.09145009 1680.9 4.77696917
-9.09145009 1687.0 4.77800671
-9.09145009 1693.0 4.77904425
-9.09145009 1699.0 4.78008178
-9.09145009 1705.0 4.78111932
-9.09145009 1711.0 4.78215686
-9.09145009 1717.1 4.78319440
-9.09145009 1723.1 4.78423194
-9.09145009 1729.1 4.78526948
-9.09145009 1735.1 4.78630702
-9.09145009 1741.1 4.78734456
-9.09145009 1747.2 4.78838210
-9.09145009 1753.2 4.78941964
-9.09145009 1759.2 4.79045717
-9.09145009 1765.2 4.79149471
-9.09145009 1771.2 4.79253225
-9.09145009 1777.3 4.79356979
-9.09145009 1783.3 4.79460733
-9.09145009 1789.3 4.79564487
-9.09145009 1795.3 4.79668241
-9.09145009 1801.3 4.79771995
-9.09145009 1807.4 4.79875749
-9.09145009 1813.4 4.79979502
-9.09145009 1819.4 4.80083256
-9.09145009 1825.4 4.80187010
-9.09145009 1831.4 4.80290764
-9.09145009 1837.5 4.80394518
-9.09145009 1843.5 4.80498272
-9.09145009 1849.5 4.80602026
-9.09145009 1855.5 4.80705780
-9.09145009 1861.5 4.80809534
-9.09145009 1867.6 4.80913287
-9.09145009 1873.6 4.81017041
-9.09145009 1879.6 4.81120795
-9.09145009 1885.6 4.81224549
-9.09145009 1891.6 4.81328303
-9.09145009 1897.7 4.81432057
-9.09145009 1903.7 4.81535811
-9.09145009 1909.7 4.81639565
-9.09145009 1915.7 4.81743319
-9.09145009 1921.7 4.81847072
-9.09145009 1927.8 4.81950826
-9.09145009 1933.8 4.82054580
-9.09145009 1939.8 4.82158334
-9.09145009 1945.8 4.82262088
-9.09145009 1951.8 4.82365842
-9.09145009 1957.9 4.82469596
-9.09145009 1963.9 4.82573350
-9.09145009 1969.9 4.82677103
-9.09145009 1975.9 4.82780857
-9.09145009 1981.9 4.82884611
-9.09145009 1988.0 4.82988365
-9.09145009 1994.0 4.83092119
-9.09145009 2000.0 4.83195873
-9.05182000 200.0 4.52148012
-9.05182000 206.0 4.52251765
-9.05182000 212.0 4.52355519
-9.05182000 218.1 4.52459272
-9.05182000 224.1 4.52563025
-9.05182000 230.1 4.52666779
-9.05182000 236.1 4.52770532
-9.05182000 242.1 4.52874286
-9.05182000 248.2 4.52978039
-9.05182000 254.2 4.53081793
-9.05182000 260.2 4.53185546
-9.05182000 266.2 4.53289300
-9.05182000 272.2 4.53393054
-9.05182000 278.3 4.53496807
-9.05182000 284.3 4.53600561
-9.05182000 290.3 4.53704314
-9.05182000 296.3 4.53808068
-9.05182000 302.3 4.53911822
-9.05182000 308.4 4.54015575
-9.05182000 314.4 4.54119329
-9.05182000 320.4 4.54223083
-9.05182000 326.4 4.54326837
-9.05182000 332.4 4.54430590
-9.05182000 338.5 4.54534344
-9.05182000 344.5 4.54638098
-9.05182000 350.5 4.54741852
-9.05182000 356.5 4.54845605
-9.05182000 362.5 4.54949359
-9.05182000 368.6 4.55053113
-9.05182000 374.6 4.55156868
-9.05182000 380.6 4.55260622
-9.05182000 386.6 4.55364376
-9.05182000 392.6 4.55468131
-9.05182000 398.7 4.55571885
-9.05182000 404.7 4.55675640
-9.05182000 410.7 4.55779396
-9.05182000 416.7 4.55883151
-9.05182000 422.7 4.55986907
-9.05182000 428.8 4.56090663
-9.05182000 434.8 4.56194420
-9.05182000 440.8 4.56298177
-9.05182000 446.8 4.56401935
-9.05182000 452.8 4.56505693
-9.05182000 458.9 4.56609451
-9.05182000 464.9 4.56713210
-9.05182000 470.9 4.56816970
-9.05182000 476.9 4.56920730
-9.05182000 482.9 4.57024490
-9.05182000 489.0 4.57128252
-9.05182000 495.0 4.57232013
-9.05182000 501.0 4.57335776
-9.05182000 507.0 4.57439539
-9.05182000 513.0 4.57543302
-9.05182000 519.1 4.57647066
-9.05182000 525.1 4.57750830
-9.05182000 531.1 4.57854595
-9.05182000 537.1 4.57958360
-9.05182000 543.1 4.58062125
-9.05182000 549.2 4.58165890
-9.05182000 555.2 4.58269656
-9.05182000 561.2 4.58373422
-9.05182000 567.2 4.58477188
-9.05182000 573.2 4.58580954
-9.05182000 579.3 4.58684720
-9.05182000 585.3 4.58788485
-9.05182000 591.3 4.58892251
-9.05182000 597.3 4.58996016
-9.05182000 603.3 4.59099780
-9.05182000 609.4 4.59203544
-9.05182000 615.4 4.59307308
-9.05182000 621.4 4.59411071
-9.05182000 627.4 4.59514833
-9.05182000 633.4 4.59618594
-9.05182000 639.5 4.59722354
-9.05182000 645.5 4.59826114
-9.05182000 651.5 4.59929872
-9.05182000 657.5 4.60033630
-9.05182000 663.5 4.60137386
-9.05182000 669.6 4.60241141
-9.05182000 675.6 4.60344895
-9.05182000 681.6 4.60448648
-9.05182000 687.6 4.60552399
-9.05182000 693.6 4.60656149
-9.05182000 699.7 4.60759898
-9.05182000 705.7 4.60863645
-9.05182000 711.7 4.60967391
-9.05182000 717.7 4.61071136
-9.05182000 723.7 4.61174879
-9.05182000 729.8 4.61278621
-9.05182000 735.8 4.61382362
-9.05182000 741.8 4.61486101
-9.05182000 747.8 4.61589839
-9.05182000 753.8 4.61693576
-9.05182000 759.9 4.61797312
-9.05182000 765.9 4.61901046
-9.05182000 771.9 4.62004780
-9.05182000 777.9 4.62108512
-9.05182000 783.9 4.62212243
-9.05182000 790.0 4.62315974
-9.05182000 796.0 4.62419703
-9.05182000 802.0 4.62523432
-9.05182000 808.0 4.62627160
-9.05182000 814.0 4.62730888
-9.05182000 820.1 4.62834614
-9.05182000 826.1 4.62938341
-9.05182000 832.1 4.63042066
-9.05182000 838.1 4.63145792
-9.05182000 844.1 4.63249517
-9.05182000 850.2 4.63353242
-9.05182000 856.2 4.63456966
-9.05182000 862.2 4.63560691
-9.05182000 868.2 4.63664416
-9.05182000 874.2 4.63768140
-9.05182000 880.3 4.63871865
-9.05182000 886.3 4.63975590
-9.05182000 892.3 4.64079315
-9.05182000 898.3 4.64183041
-9.05182000 904.3 4.64286767
-9.05182000 910.4 4.64390494
-9.05182000 916.4 4.64494221
-9.05182000 922.4 4.64597948
-9.05182000 928.4 4.64701676
-9.05182000 934.4 4.64805405
-9.05182000 940.5 4.64909135
-9.05182000 946.5 4.65012866
-9.05182000 952.5 4.65116597
-9.05182000 958.5 4.65220329
-9.05182000 964.5 4.65324062
-9.05182000 970.6 4.65427796
-9.05182000 976.6 4.65531531
-9.05182000 982.6 4.65635267
-9.05182000 988.6 4.65739004
-9.05182000 994.6 4.65842742
-9.05182000 1000.7 4.65946481
-9.05182000 1006.7 4.66050221
-9.05182000 1012.7 4.66153962
-9.05182000 1018.7 4.66257704
-9.05182000 1024.7 4.66361448
-9.05182000 1030.8 4.66465192
-9.05182000 1036.8 4.66568938
-9.05182000 1042.8 4.66672685
-9.05182000 1048.8 4.66776433
-9.05182000 1054.8 4.66880181
-9.05182000 1060.9 4.66983931
-9.05182000 1066.9 4.67087683
-9.05182000 1072.9 4.67191435
-9.05182000 1078.9 4.67295188
-9.05182000 1084.9 4.67398942
-9.05182000 1091.0 4.67502698
-9.05182000 1097.0 4.67606454
-9.05182000 1103.0 4.67710211
-9.05182000 1109.0 4.67813969
-9.05182000 1115.1 4.67917728
-9.05182000 1121.1 4.68021489
-9.05182000 1127.1 4.68125249
-9.05182000 1133.1 4.68229011
-9.05182000 1139.1 4.68332774
-9.05182000 1145.2 4.68436537
-9.05182000 1151.2 4.68540302
-9.05182000 1157.2 4.68646228
-9.05182000 1163.2 4.68750175
-9.05182000 1169.2 4.68854117
-9.05182000 1175.3 4.68958054
-9.05182000 1181.3 4.69061987
-9.05182000 1187.3 4.69165914
-9.05182000 1193.3 4.69267414
-9.05182000 1199.3 4.69371142
-9.05182000 1205.4 4.69474896
-9.05182000 1211.4 4.69578650
-9.05182000 1217.4 4.69682404
-9.05182000 1223.4 4.69786158
-9.05182000 1229.4 4.69889911
-9.05182000 1235.5 4.69993665
-9.05182000 1241.5 4.70097419
-9.05182000 1247.5 4.70201173
-9.05182000 1253.5 4.70304927
-9.05182000 1259.5 4.70408681
-9.05182000 1265.6 4.70512435
-9.05182000 1271.6 4.70616188
-9.05182000 1277.6 4.70720413
-9.05182000 1283.6 4.70824162
-9.05182000 1289.6 4.70927911
-9.05182000 1295.7 4.71031661
-9.05182000 1301.7 4.71135411
-9.05182000 1307.7 4.71239160
-9.05182000 1313.7 4.71342910
-9.05182000 1319.7 4.71446660
-9.05182000 1325.8 4.71549951
-9.05182000 1331.8 4.71653705
-9.05182000 1337.8 4.71757458
-9.05182000 1343.8 4.71861212
-9.05182000 1349.8 4.71964966
-9.05182000 1355.9 4.72068720
-9.05182000 1361.9 4.72172474
-9.05182000 1367.9 4.72276228
-9.05182000 1373.9 4.72379982
-9.05182000 1379.9 4.72483736
-9.05182000 1386.0 4.72587490
-9.05182000 1392.0 4.72691244
-9.05182000 1398.0 4.72794998
-9.05182000 1404.0 4.72898752
-9.05182000 1410.0 4.73002506
-9.05182000 1416.1 4.73106260
-9.05182000 1422.1 4.73210014
-9.05182000 1428.1 4.73313767
-9.05182000 1434.1 4.73417521
-9.05182000 1440.1 4.73521275
-9.05182000 1446.2 4.73625029
-9.05182000 1452.2 4.73728783
-9.05182000 1458.2 4.73832537
-9.05182000 1464.2 4.73936291
-9.05182000 1470.2 4.74040045
-9.05182000 1476.3 4.74143799
-9.05182000 1482.3 4.74247553
-9.05182000 1488.3 4.74351307
-9.05182000 1494.3 4.74455061
-9.05182000 1500.3 4.74558815
-9.05182000 1506.4 4.74662568
-9.05182000 1512.4 4.74766322
-9.05182000 1518.4 4.74870076
-9.05182000 1524.4 4.74973830
-9.05182000 1530.4 4.75077584
-9.05182000 1536.5 4.75181338
-9.05182000 1542.5 4.75285092
-9.05182000 1548.5 4.75388846
-9.05182000 1554.5 4.75492600
-9.05182000 1560.5 4.75596354
-9.05182000 1566.6 4.75700108
-9.05182000 1572.6 4.75803862
-9.05182000 1578.6 4.75907615
-9.05182000 1584.6 4.76011369
-9.05182000 1590.6 4.76115123
-9.05182000 1596.7 4.76218877
-9.05182000 1602.7 4.76322631
-9.05182000 1608.7 4.76426385
-9.05182000 1614.7 4.76530139
-9.05182000 1620.7 4.76633893
-9.05182000 1626.8 4.76737647
-9.05182000 1632.8 4.76841401
-9.05182000 1638.8 4.76945155
-9.05182000 1644.8 4.77048908
-9.05182000 1650.8 4.77152662
-9.05182000 1656.9 4.77256416
-9.05182000 1662.9 4.77360170
-9.05182000 1668.9 4.77463924
-9.05182000 1674.9 4.77567678
-9.05182000 1680.9 4.77671432
-9.05182000 1687.0 4.77775186
-9.05182000 1693.0 4.77878940
-9.05182000 1699.0 4.77982694
-9.05182000 1705.0 4.78086447
-9.05182000 1711.0 4.78190201
-9.05182000 1717.1 4.78293955
-9.05182000 1723.1 4.78397709
-9.05182000 1729.1 4.78501463
-9.05182000 1735.1 4.78605217
-9.05182000 1741.1 4.78708971
-9.05182000 1747.2 4.78812725
-9.05182000 1753.2 4.78916479
-9.05182000 1759.2 4.79020233
-9.05182000 1765.2 4.79123986
-9.05182000 1771.2 4.79227740
-9.05182000 1777.3 4.79331494
-9.05182000 1783.3 4.79435248
-9.05182000 1789.3 4.79539002
-9.05182000 1795.3 4.79642756
-9.05182000 1801.3 4.79746510
-9.05182000 1807.4 4.79850264
-9.05182000 1813.4 4.79954018
-9.05182000 1819.4 4.80057771
-9.05182000 1825.4 4.80161525
-9.05182000 1831.4 4.80265279
-9.05182000 1837.5 4.80369033
-9.05182000 1843.5 4.80472787
-9.05182000 1849.5 4.80576541
-9.05182000 1855.5 4.80680295
-9.05182000 1861.5 4.80784049
-9.05182000 1867.6 4.80887803
-9.05182000 1873.6 4.80991556
-9.05182000 1879.6 4.81095310
-9.05182000 1885.6 4.81199064
-9.05182000 1891.6 4.81302818
-9.05182000 1897.7 4.81406572
-9.05182000 1903.7 4.81510326
-9.05182000 1909.7 4.81614080
-9.05182000 1915.7 4.81717834
-9.05182000 1921.7 4.81821588
-9.05182000 1927.8 4.81925341
-9.05182000 1933.8 4.82029095
-9.05182000 1939.8 4.82132849
-9.05182000 1945.8 4.82236603
-9.05182000 1951.8 4.82340357
-9.05182000 1957.9 4.82444111
-9.05182000 1963.9 4.82547865
-9.05182000 1969.9 4.82651619
-9.05182000 1975.9 4.82755373
-9.05182000 1981.9 4.82859126
-9.05182000 1988.0 4.82962880
-9.05182000 1994.0 4.83066634
-9.05182000 2000.0 4.83170388
-9.01218991 200.0 4.52122315
-9.01218991 206.0 4.52226060
-9.01218991 212.0 4.52329806
-9.01218991 218.1 4.52433552
-9.01218991 224.1 4.52537299
-9.01218991 230.1 4.52641046
-9.01218991 236.1 4.52744793
-9.01218991 242.1 4.52848541
-9.01218991 248.2 4.52952289
-9.01218991 254.2 4.53056037
-9.01218991 260.2 4.53159785
-9.01218991 266.2 4.53263534
-9.01218991 272.2 4.53367283
-9.01218991 278.3 4.53471032
-9.01218991 284.3 4.53574781
-9.01218991 290.3 4.53678531
-9.01218991 296.3 4.53782280
-9.01218991 302.3 4.53886030
-9.01218991 308.4 4.53989780
-9.01218991 314.4 4.54093530
-9.01218991 320.4 4.54197280
-9.01218991 326.4 4.54301031
-9.01218991 332.4 4.54404781
